@relation robots

@attribute distanciaInimigo numeric
@attribute velocidadeLateral numeric
@attribute potenciaBala {0.5,3.0}
@attribute anguloArmaAtual numeric
@attribute anguloAbsolutoInimigo numeric
@attribute anguloArmaPreditor numeric
@attribute acertou {SIM,NAO}

@data
150.0,-5.63,0.5,6.25,0.18,-0.04,NAO
350.0,-1.68,3.0,0.56,0.6,-0.04,NAO
200.0,1.97,3.0,0.84,0.66,-0.09,NAO
350.0,-6.25,3.0,0.22,0.52,0.02,NAO
400.0,0.04,3.0,0.45,0.53,0.08,NAO
400.0,0.88,3.0,6.15,0.73,0.9,NAO
450.0,-4.09,3.0,0.36,0.52,-0.03,NAO
350.0,0.0,3.0,4.38,4.48,0.1,NAO
250.0,-1.7,3.0,4.74,4.78,-0.04,NAO
400.0,-3.43,3.0,4.33,4.45,-0.04,NAO
400.0,-6.0,3.0,4.09,4.45,0.09,NAO
100.0,-4.85,3.0,4.57,-1.38,0.01,NAO
200.0,-5.19,3.0,4.33,-1.75,-0.03,NAO
100.0,5.93,3.0,5.8,-0.9,-0.02,SIM
50.0,-0.32,3.0,4.33,4.31,-0.04,SIM
150.0,1.87,3.0,0.33,0.13,-0.08,NAO
200.0,-2.17,0.5,4.38,4.46,-0.02,NAO
150.0,7.58,3.0,0.37,0.03,0.0,NAO
150.0,3.63,3.0,6.18,6.03,0.09,NAO
250.0,-4.72,3.0,6.15,-0.05,-0.13,SIM
150.0,0.98,3.0,1.42,1.36,0.01,SIM
500.0,-1.57,3.0,1.56,1.56,-0.07,NAO
250.0,-1.73,3.0,1.32,1.4,0.0,NAO
200.0,0.0,3.0,1.9,1.91,0.01,NAO
150.0,-6.81,3.0,2.38,2.59,-0.1,SIM
150.0,-6.0,3.0,2.63,3.14,0.11,SIM
150.0,7.89,3.0,3.81,3.41,0.13,NAO
200.0,1.28,3.0,3.35,3.26,-0.03,NAO
150.0,7.16,3.0,3.76,3.43,-0.0,NAO
150.0,-2.46,3.0,3.38,3.5,0.01,NAO
150.0,-0.0,3.0,3.44,3.42,-0.02,SIM
100.0,7.36,3.0,3.07,2.74,0.16,NAO
100.0,-1.46,3.0,1.25,1.36,0.01,SIM
200.0,0.06,0.5,4.51,4.48,-0.03,NAO
400.0,-3.48,3.0,4.32,4.42,-0.06,NAO
350.0,-7.35,3.0,4.0,4.32,-0.01,NAO
300.0,-3.0,3.0,4.21,4.31,-0.04,NAO
200.0,-0.59,0.5,4.48,4.47,-0.04,SIM
150.0,-8.0,3.0,5.37,-0.53,-0.15,NAO
200.0,-0.69,3.0,4.62,-1.7,-0.07,NAO
300.0,-0.0,3.0,4.14,4.16,0.02,NAO
400.0,6.5,3.0,4.61,4.36,0.05,NAO
150.0,-2.22,3.0,2.47,2.54,-0.03,NAO
200.0,0.36,3.0,2.43,2.49,0.08,NAO
300.0,-0.96,3.0,2.41,2.42,-0.03,NAO
400.0,-4.98,3.0,2.24,2.42,-0.05,NAO
500.0,-0.96,3.0,2.22,2.42,0.16,NAO
150.0,0.36,3.0,0.66,0.57,-0.07,SIM
100.0,5.91,3.0,5.84,-0.74,0.1,SIM
150.0,-1.51,3.0,0.03,0.02,-0.08,SIM
150.0,-0.97,3.0,0.18,0.17,-0.07,NAO
400.0,-1.77,3.0,4.73,4.91,0.1,NAO
500.0,-7.79,3.0,4.6,4.94,-0.01,NAO
250.0,4.07,3.0,5.54,5.33,-0.02,SIM
300.0,7.78,3.0,5.41,5.13,0.07,NAO
650.0,1.0,3.0,4.75,4.76,0.06,SIM
600.0,-7.99,3.0,4.41,4.76,-0.01,NAO
650.0,-0.0,3.0,4.99,4.99,0.0,NAO
750.0,7.81,3.0,5.28,4.93,0.0,NAO
150.0,-1.68,3.0,0.84,0.87,-0.08,NAO
150.0,-0.82,3.0,0.96,1.04,0.03,SIM
500.0,-0.0,3.0,2.52,4.8,2.28,NAO
50.0,-2.33,3.0,0.8,1.16,0.2,SIM
300.0,-6.79,3.0,0.01,6.55,-0.05,NAO
150.0,0.85,3.0,0.64,0.54,-0.04,SIM
150.0,1.34,3.0,0.89,0.87,0.04,SIM
150.0,-4.27,3.0,0.47,0.65,-0.1,NAO
450.0,5.4,3.0,0.3,6.36,0.02,NAO
400.0,-1.96,3.0,6.22,6.27,-0.04,NAO
350.0,4.66,3.0,0.25,6.37,0.05,NAO
350.0,-7.92,0.5,5.56,5.92,0.0,NAO
350.0,-7.97,0.5,5.54,5.9,-0.0,NAO
200.0,0.12,3.0,3.63,3.6,-0.02,SIM
400.0,-0.73,3.0,3.38,6.04,2.63,NAO
650.0,-2.97,3.0,1.57,1.63,-0.08,NAO
500.0,0.6,3.0,1.54,1.55,0.04,NAO
450.0,3.44,3.0,1.75,1.53,-0.06,NAO
400.0,-1.56,3.0,1.35,1.42,-0.0,NAO
400.0,7.87,3.0,2.03,1.73,0.06,NAO
500.0,-7.83,3.0,1.21,1.56,-0.01,NAO
550.0,-0.06,3.0,1.6,1.63,0.03,NAO
750.0,2.56,3.0,1.71,1.64,0.05,NAO
100.0,0.04,3.0,3.02,3.11,0.09,NAO
150.0,-1.67,3.0,2.24,2.31,-0.04,SIM
200.0,7.33,3.0,2.42,2.12,0.03,SIM
300.0,-3.97,3.0,1.46,1.73,0.09,NAO
400.0,-7.35,0.5,0.81,7.41,-0.02,NAO
150.0,0.28,3.0,5.28,-0.98,0.04,NAO
150.0,1.29,3.0,0.72,0.7,0.07,SIM
100.0,2.61,3.0,1.64,1.58,0.11,SIM
150.0,-1.99,3.0,6.18,0.0,-0.03,NAO
200.0,0.03,3.0,5.86,-0.4,0.02,NAO
550.0,-7.06,3.0,1.36,1.66,-0.02,NAO
150.0,-7.55,3.0,1.75,2.14,-0.11,SIM
150.0,-6.44,3.0,2.36,2.74,-0.05,NAO
500.0,-0.97,3.0,2.09,2.08,-0.05,NAO
450.0,-7.34,3.0,0.95,7.55,-0.02,NAO
100.0,7.88,3.0,2.75,2.58,0.36,SIM
400.0,-7.87,3.0,2.3,1.56,-1.1,NAO
150.0,0.07,3.0,1.59,1.5,-0.09,NAO
200.0,5.16,0.5,1.65,1.44,0.02,NAO
200.0,6.17,0.5,1.74,1.44,-0.02,NAO
100.0,0.68,3.0,1.52,1.4,-0.07,NAO
350.0,1.0,3.0,1.47,1.54,0.12,NAO
200.0,3.05,3.0,1.29,1.18,0.03,SIM
250.0,1.96,3.0,3.21,3.16,0.04,SIM
250.0,-5.6,3.0,2.65,2.92,0.02,SIM
150.0,0.0,3.0,3.43,3.46,0.03,SIM
150.0,-2.16,3.0,3.42,3.49,-0.03,NAO
300.0,7.73,3.0,1.64,1.31,0.02,NAO
250.0,6.26,3.0,2.56,7.39,-1.17,NAO
650.0,-4.49,3.0,0.54,0.66,-0.08,NAO
350.0,7.81,3.0,1.71,1.35,-0.0,NAO
350.0,-7.02,3.0,0.76,1.07,-0.01,NAO
400.0,-7.79,3.0,0.62,1.34,0.37,NAO
250.0,-6.86,3.0,0.31,6.89,-0.02,NAO
350.0,-7.13,3.0,0.78,1.1,-0.0,SIM
150.0,2.32,3.0,1.53,1.35,-0.07,SIM
250.0,-0.0,3.0,1.27,1.38,0.11,NAO
300.0,-2.07,3.0,5.07,5.21,0.05,NAO
400.0,-5.38,3.0,0.01,6.49,-0.05,NAO
300.0,-7.91,3.0,6.07,6.43,0.0,NAO
50.0,0.0,3.0,0.66,5.11,-1.83,NAO
50.0,0.0,3.0,0.46,5.66,-1.08,SIM
50.0,0.0,3.0,5.71,-0.55,0.02,SIM
100.0,6.42,3.0,5.72,-1.0,-0.01,NAO
150.0,-8.0,3.0,4.33,-1.51,-0.09,NAO
200.0,-7.72,3.0,3.8,4.14,-0.01,NAO
250.0,-7.98,3.0,3.71,4.06,-0.01,NAO
350.0,7.96,3.0,4.69,4.34,0.01,NAO
550.0,-8.0,3.0,5.19,4.18,-1.37,NAO
600.0,-6.37,3.0,3.84,4.14,0.01,NAO
550.0,-5.78,3.0,3.81,4.05,-0.02,NAO
350.0,-6.13,3.0,3.6,3.88,0.0,NAO
450.0,-2.86,3.0,5.21,5.28,-0.06,NAO
550.0,2.34,3.0,5.13,5.26,0.24,NAO
150.0,-6.21,3.0,3.6,3.84,-0.04,SIM
150.0,5.62,0.5,0.97,0.69,-0.02,NAO
150.0,1.26,3.0,5.74,-0.57,0.06,NAO
150.0,6.6,0.5,1.01,0.6,0.03,NAO
150.0,-0.0,3.0,5.53,5.54,0.01,SIM
150.0,-0.0,3.0,5.54,-0.74,0.0,NAO
550.0,-8.0,3.0,5.08,4.67,-0.77,NAO
250.0,-4.76,3.0,5.11,5.35,0.02,NAO
100.0,-1.01,3.0,1.73,1.69,-0.11,NAO
100.0,-2.77,3.0,1.11,1.26,-0.03,SIM
200.0,-5.38,3.0,1.11,1.22,-0.13,SIM
350.0,1.69,3.0,1.34,1.3,0.04,NAO
400.0,-3.15,3.0,2.75,1.32,-1.57,NAO
100.0,-1.37,3.0,1.29,1.4,0.02,NAO
150.0,-1.68,3.0,0.44,0.66,0.11,NAO
150.0,-1.96,3.0,1.37,1.51,0.05,SIM
100.0,-5.42,3.0,0.61,1.0,0.03,SIM
50.0,7.78,3.0,4.59,0.2,2.41,NAO
50.0,-2.04,3.0,5.49,-0.65,0.01,SIM
50.0,4.39,3.0,0.2,-0.23,-0.14,SIM
100.0,1.72,3.0,0.91,0.7,-0.1,NAO
150.0,0.27,0.5,2.38,2.33,-0.04,NAO
100.0,-1.88,3.0,1.39,7.82,0.02,SIM
200.0,7.34,3.0,3.87,3.55,0.01,NAO
350.0,-1.04,3.0,1.54,1.71,0.12,NAO
400.0,-0.0,3.0,1.52,1.52,0.0,NAO
200.0,-6.65,3.0,1.29,1.61,0.02,NAO
300.0,0.6,3.0,1.47,1.42,-0.02,NAO
150.0,-7.79,3.0,2.34,2.79,-0.07,NAO
200.0,-7.66,3.0,1.52,1.68,-0.19,SIM
200.0,5.39,3.0,3.9,3.56,-0.09,NAO
200.0,0.56,3.0,3.35,3.33,0.01,NAO
600.0,-5.4,0.5,2.17,2.4,-0.02,SIM
650.0,-5.68,3.0,2.01,1.83,-0.44,NAO
300.0,-5.86,0.5,2.05,2.32,0.0,NAO
450.0,-5.75,0.5,2.08,2.34,-0.0,SIM
450.0,7.31,3.0,2.3,1.99,0.02,NAO
400.0,7.83,3.0,1.83,1.78,0.31,NAO
600.0,5.46,3.0,2.65,2.39,-0.01,NAO
500.0,6.37,3.0,2.62,2.22,-0.11,NAO
150.0,-8.0,0.5,1.93,2.28,-0.01,NAO
200.0,-3.06,0.5,2.3,2.41,-0.03,NAO
150.0,0.81,0.5,2.41,2.33,-0.03,NAO
350.0,-2.57,0.5,4.28,4.36,-0.04,NAO
350.0,3.93,0.5,4.55,4.27,-0.1,NAO
150.0,-3.03,3.0,2.05,2.11,-0.14,NAO
300.0,-0.88,0.5,4.37,4.38,-0.03,NAO
150.0,-5.59,3.0,0.77,1.12,0.1,NAO
200.0,2.36,3.0,1.75,1.69,0.05,NAO
150.0,6.73,3.0,2.9,2.48,0.03,NAO
150.0,-2.95,0.5,0.99,1.1,-0.02,NAO
200.0,0.27,3.0,2.14,2.12,-0.01,SIM
350.0,7.81,0.5,5.92,-1.19,-0.47,NAO
150.0,1.71,3.0,2.06,2.0,0.02,SIM
400.0,-4.35,0.5,4.81,-1.41,-0.13,NAO
100.0,-0.96,3.0,2.59,2.64,-0.01,NAO
400.0,-6.51,0.5,4.17,4.43,-0.04,NAO
150.0,1.63,3.0,2.33,2.29,0.07,NAO
600.0,3.7,0.5,1.26,1.09,-0.0,NAO
150.0,-1.5,3.0,2.83,2.82,-0.11,SIM
600.0,0.46,0.5,1.15,1.09,-0.04,NAO
150.0,1.44,3.0,2.36,2.32,0.06,SIM
450.0,-3.84,0.5,0.9,1.07,-0.0,NAO
150.0,0.5,3.0,1.89,1.84,-0.02,NAO
300.0,-0.94,0.5,0.98,1.08,0.06,SIM
150.0,-7.27,0.5,0.84,1.14,-0.03,NAO
150.0,6.56,3.0,2.93,2.66,0.03,NAO
200.0,-7.02,0.5,0.75,1.07,0.0,SIM
150.0,-3.03,3.0,3.07,3.53,0.26,NAO
300.0,-6.94,0.5,0.73,1.05,0.0,NAO
400.0,-3.65,0.5,0.88,1.05,0.0,NAO
150.0,-0.63,3.0,3.19,3.22,0.0,SIM
600.0,2.7,0.5,1.14,1.07,0.05,SIM
150.0,-0.0,3.0,3.22,3.22,0.0,SIM
150.0,-1.34,3.0,0.7,0.71,-0.08,NAO
200.0,0.4,3.0,0.76,0.75,0.01,SIM
100.0,1.47,3.0,1.54,1.61,0.17,NAO
100.0,-6.05,3.0,0.05,0.48,0.03,SIM
350.0,-0.0,3.0,0.85,0.8,-0.05,SIM
150.0,1.21,0.5,2.06,2.08,0.1,NAO
100.0,0.4,3.0,1.68,1.67,0.02,SIM
100.0,6.73,3.0,2.9,2.57,0.12,NAO
150.0,6.08,3.0,2.28,1.98,0.11,NAO
200.0,2.75,3.0,1.13,1.1,0.1,NAO
350.0,-6.93,3.0,1.06,1.33,-0.04,NAO
150.0,0.0,3.0,1.13,1.15,0.02,SIM
250.0,-2.82,3.0,0.74,0.85,-0.02,NAO
250.0,-5.25,3.0,0.62,0.87,0.01,NAO
450.0,0.85,3.0,2.56,2.44,-0.08,SIM
100.0,0.31,3.0,2.33,3.38,1.07,NAO
200.0,2.22,3.0,1.4,1.29,-0.01,SIM
150.0,0.7,3.0,1.98,1.93,-0.02,NAO
150.0,7.93,3.0,3.45,2.98,0.06,NAO
150.0,-0.0,3.0,3.55,3.49,-0.06,SIM
200.0,4.2,3.0,3.38,3.22,0.03,SIM
200.0,4.94,3.0,3.36,3.12,-0.02,NAO
200.0,7.31,0.5,5.74,-0.49,0.39,NAO
50.0,0.64,3.0,2.31,2.26,-0.01,SIM
50.0,-1.92,3.0,2.68,2.85,0.04,SIM
150.0,-1.93,3.0,5.09,-0.83,0.23,NAO
200.0,7.21,0.5,6.04,-0.36,0.21,NAO
100.0,-2.61,3.0,5.76,-0.22,0.13,SIM
100.0,-1.33,3.0,5.43,-0.78,-0.02,NAO
100.0,-4.86,3.0,5.11,-1.02,-0.17,SIM
150.0,6.55,3.0,6.09,-0.25,0.38,SIM
200.0,0.05,3.0,3.4,3.37,-0.03,NAO
50.0,6.86,3.0,4.49,4.17,0.14,SIM
150.0,1.7,3.0,2.54,2.47,0.04,SIM
100.0,-1.34,3.0,3.23,3.37,0.05,NAO
50.0,-1.4,3.0,3.37,3.67,0.21,NAO
250.0,-0.18,3.0,4.59,3.06,-1.54,SIM
150.0,-2.29,0.5,5.04,-1.21,-0.07,NAO
150.0,-1.32,3.0,4.63,4.66,-0.06,SIM
100.0,2.55,3.0,5.34,-0.98,0.13,NAO
250.0,3.31,3.0,4.3,4.2,0.05,NAO
150.0,0.49,3.0,4.13,4.12,0.02,NAO
150.0,0.0,3.0,5.3,5.29,-0.01,NAO
150.0,-0.01,0.5,5.65,-0.67,-0.04,SIM
200.0,-2.49,3.0,6.17,-0.06,-0.06,NAO
100.0,-6.67,3.0,0.31,0.65,-0.1,NAO
50.0,2.86,3.0,3.83,8.65,-1.27,NAO
50.0,4.93,3.0,3.76,3.52,0.09,SIM
100.0,-0.0,3.0,3.02,3.09,0.07,SIM
100.0,-1.7,3.0,1.62,1.92,0.19,NAO
150.0,-5.62,3.0,1.81,1.96,-0.22,NAO
150.0,6.5,3.0,2.48,2.21,0.03,SIM
150.0,6.3,3.0,2.42,2.13,-0.0,NAO
200.0,0.0,3.0,1.91,1.91,0.0,NAO
300.0,-3.82,3.0,1.45,1.72,0.1,NAO
400.0,-7.91,3.0,1.4,1.75,-0.01,SIM
500.0,-6.75,3.0,1.56,1.81,-0.06,NAO
600.0,3.02,3.0,1.73,1.69,0.1,NAO
150.0,2.25,3.0,5.4,5.34,0.04,SIM
150.0,-7.91,0.5,2.74,2.99,-0.28,NAO
150.0,-0.0,0.5,3.46,3.33,-0.13,NAO
300.0,-4.06,0.5,2.43,2.61,-0.0,SIM
200.0,2.85,0.5,2.87,2.81,0.07,NAO
150.0,7.77,3.0,2.89,2.55,0.01,NAO
150.0,7.98,3.0,3.4,2.9,0.03,NAO
150.0,7.89,3.0,3.53,3.19,0.02,NAO
150.0,7.64,3.0,3.73,3.4,0.02,SIM
150.0,0.0,3.0,3.38,3.26,-0.12,SIM
150.0,-2.66,3.0,2.64,2.67,-0.09,NAO
200.0,-2.43,3.0,1.55,1.63,-0.03,NAO
350.0,-4.37,3.0,1.25,1.44,-0.01,NAO
300.0,-7.72,3.0,1.13,1.48,-0.0,SIM
200.0,-2.0,3.0,1.71,1.76,-0.04,NAO
150.0,-7.6,3.0,0.9,1.36,-0.05,NAO
150.0,-0.0,3.0,1.25,1.25,0.0,SIM
150.0,5.3,3.0,1.56,1.45,0.24,NAO
150.0,4.45,3.0,2.49,2.32,0.03,NAO
150.0,6.88,3.0,2.72,2.42,0.01,NAO
250.0,-6.37,0.5,5.27,5.55,-0.01,NAO
350.0,7.76,3.0,6.1,5.76,0.01,NAO
400.0,-1.95,0.5,3.5,3.37,-0.22,NAO
200.0,4.07,0.5,5.65,5.5,0.03,NAO
450.0,-7.42,0.5,2.44,2.76,-0.02,NAO
400.0,-7.88,0.5,3.07,2.97,-0.46,NAO
500.0,-0.0,0.5,2.88,2.89,0.01,NAO
500.0,0.74,0.5,2.69,2.76,0.1,SIM
200.0,1.39,3.0,1.54,1.47,-0.01,SIM
450.0,2.89,3.0,1.14,1.36,0.35,NAO
250.0,-1.35,3.0,1.53,1.56,-0.03,NAO
100.0,-1.14,3.0,1.84,1.94,0.02,NAO
250.0,3.35,3.0,1.39,1.16,-0.08,SIM
300.0,7.13,3.0,1.0,1.1,0.42,NAO
450.0,0.56,3.0,5.83,-0.51,-0.03,SIM
300.0,-0.0,3.0,1.35,1.2,-0.15,NAO
150.0,3.62,0.5,5.0,4.86,0.02,NAO
500.0,3.49,3.0,3.03,2.29,-0.58,SIM
350.0,-5.8,3.0,3.09,3.31,-0.04,NAO
200.0,-7.99,3.0,2.07,2.37,-0.06,NAO
400.0,-5.51,3.0,2.08,2.33,-0.0,NAO
100.0,0.0,3.0,2.1,2.32,0.22,SIM
300.0,5.79,3.0,6.16,5.17,-0.73,NAO
250.0,-5.59,3.0,2.74,2.77,-0.22,NAO
450.0,4.7,3.0,1.8,1.64,0.05,NAO
300.0,-0.23,3.0,3.74,3.77,0.02,NAO
100.0,-0.48,3.0,2.42,2.38,-0.07,SIM
200.0,-2.59,3.0,2.34,2.46,0.0,SIM
150.0,-7.48,3.0,2.79,3.07,-0.06,SIM
150.0,-0.71,3.0,2.7,2.71,-0.04,NAO
150.0,1.8,3.0,3.48,3.52,0.16,NAO
150.0,7.81,3.0,3.81,3.46,0.0,SIM
150.0,4.97,3.0,4.08,3.89,0.04,SIM
150.0,7.63,3.0,2.98,2.75,0.28,NAO
150.0,2.63,0.5,5.0,-1.4,0.0,NAO
150.0,2.62,0.5,4.85,-1.5,0.11,NAO
150.0,4.3,3.0,2.91,3.47,0.85,NAO
350.0,-0.3,3.0,2.02,2.03,-0.0,SIM
250.0,-0.01,3.0,5.99,5.97,-0.02,NAO
300.0,-0.0,3.0,5.9,5.89,-0.01,NAO
400.0,2.96,3.0,5.71,5.61,0.03,SIM
250.0,7.52,3.0,3.02,2.69,0.01,NAO
400.0,7.83,3.0,3.05,2.69,-0.0,SIM
550.0,7.96,3.0,2.87,2.53,0.02,NAO
350.0,0.0,3.0,2.41,2.43,0.02,NAO
150.0,-2.91,3.0,0.88,1.14,0.07,NAO
300.0,7.57,0.5,1.56,1.24,0.02,NAO
100.0,7.78,3.0,3.3,2.76,-0.02,NAO
250.0,-0.26,3.0,0.39,1.31,0.91,NAO
450.0,-1.3,3.0,1.57,6.12,-1.79,SIM
150.0,-1.21,3.0,2.7,2.73,-0.05,SIM
200.0,1.38,3.0,2.12,2.08,0.02,NAO
150.0,0.41,3.0,2.22,2.22,0.02,NAO
100.0,4.6,3.0,3.1,2.82,0.03,NAO
100.0,-1.44,3.0,3.37,3.49,0.02,SIM
350.0,7.46,0.5,1.52,1.2,0.02,NAO
400.0,-2.14,3.0,1.35,1.41,-0.04,NAO
300.0,-3.53,3.0,1.27,1.4,-0.03,NAO
450.0,6.41,3.0,1.2,0.93,0.02,NAO
200.0,0.0,3.0,0.89,-0.31,-1.2,NAO
100.0,6.05,0.5,1.0,0.66,0.06,NAO
150.0,-7.5,3.0,5.54,-0.31,-0.07,NAO
150.0,5.82,3.0,1.6,1.26,0.05,NAO
100.0,4.26,3.0,5.78,-0.72,0.07,SIM
300.0,-1.94,3.0,5.63,-0.62,-0.05,NAO
250.0,-0.05,3.0,5.34,5.32,-0.02,NAO
200.0,-1.08,3.0,5.18,5.22,-0.01,NAO
200.0,-2.68,3.0,5.09,5.21,-0.0,NAO
200.0,6.31,3.0,1.73,1.46,0.02,NAO
150.0,7.23,3.0,1.86,1.54,0.01,SIM
150.0,-7.0,3.0,1.0,1.22,-0.25,NAO
200.0,-4.84,3.0,6.15,0.04,-0.05,NAO
50.0,-0.71,0.5,1.33,1.23,-0.15,SIM
100.0,6.65,0.5,0.6,0.26,0.1,SIM
100.0,2.79,3.0,5.54,-0.84,0.09,SIM
100.0,-6.89,3.0,6.06,0.14,-0.1,NAO
100.0,-3.92,3.0,6.05,0.21,0.18,NAO
100.0,-0.2,0.5,1.43,1.5,0.06,SIM
300.0,1.23,3.0,4.51,4.43,-0.02,NAO
250.0,1.95,3.0,1.38,1.29,-0.0,SIM
400.0,3.98,3.0,1.29,1.16,0.05,NAO
300.0,2.62,3.0,1.12,1.06,0.06,SIM
200.0,-3.94,3.0,1.15,1.28,-0.05,SIM
150.0,-7.92,3.0,2.06,2.51,-0.08,NAO
150.0,7.91,3.0,3.49,3.15,0.02,NAO
150.0,7.97,3.0,3.23,2.89,0.02,NAO
150.0,7.25,3.0,2.96,2.65,0.02,NAO
550.0,-1.84,3.0,0.41,4.86,-1.92,NAO
150.0,-0.0,3.0,0.8,0.85,0.05,SIM
150.0,-0.53,3.0,0.26,0.32,0.04,SIM
200.0,-0.23,3.0,0.4,0.38,-0.03,SIM
150.0,-3.56,3.0,0.83,0.95,-0.04,NAO
150.0,-4.22,3.0,1.05,1.29,0.05,SIM
150.0,-3.63,3.0,1.16,1.32,-0.0,NAO
150.0,-0.08,3.0,1.34,1.34,-0.0,NAO
350.0,-7.86,3.0,3.75,4.11,0.0,NAO
400.0,-1.56,3.0,4.0,4.13,0.06,NAO
150.0,-6.44,3.0,4.71,-1.25,0.03,NAO
300.0,-5.1,3.0,3.94,4.14,-0.03,NAO
200.0,6.89,3.0,5.56,5.27,0.02,NAO
150.0,7.91,3.0,5.73,-0.89,0.02,SIM
450.0,-4.84,3.0,4.68,4.92,0.02,NAO
250.0,0.94,3.0,4.93,4.94,0.05,NAO
150.0,-7.53,3.0,1.73,2.07,-0.0,NAO
150.0,6.7,3.0,2.9,2.48,0.03,NAO
450.0,4.78,3.0,4.49,4.26,-0.01,NAO
300.0,-2.06,3.0,2.96,3.02,-0.03,NAO
200.0,-6.37,3.0,1.29,1.5,-0.08,NAO
400.0,6.65,3.0,3.23,2.91,-0.02,NAO
250.0,-7.44,3.0,2.54,2.87,-0.01,NAO
250.0,-6.93,3.0,2.61,2.93,0.01,NAO
150.0,0.0,3.0,2.47,2.6,0.13,SIM
200.0,-8.0,3.0,2.43,2.78,-0.01,NAO
150.0,-7.63,3.0,1.62,2.07,-0.06,NAO
450.0,8.0,3.0,3.17,2.82,0.01,NAO
400.0,7.99,3.0,3.25,2.89,0.0,NAO
50.0,-5.4,3.0,3.15,3.33,-0.18,NAO
50.0,7.24,3.0,3.88,3.58,0.18,SIM
400.0,6.99,3.0,3.79,9.07,-0.69,SIM
50.0,-0.0,3.0,3.12,3.13,0.01,SIM
350.0,1.84,3.0,2.69,2.31,-0.3,NAO
500.0,-2.25,0.5,1.02,1.07,-0.05,NAO
100.0,-0.54,3.0,4.73,4.82,0.05,SIM
250.0,-7.08,3.0,3.84,4.05,-0.11,NAO
250.0,0.05,3.0,4.73,-1.58,-0.02,NAO
200.0,-1.38,3.0,2.02,2.1,0.02,NAO
200.0,-7.44,3.0,2.77,3.04,-0.07,NAO
200.0,-6.4,3.0,0.94,7.21,-0.3,NAO
650.0,2.28,3.0,2.31,1.77,-0.44,NAO
400.0,-4.36,3.0,0.5,6.86,-0.12,NAO
300.0,-5.61,3.0,0.53,7.06,-0.01,NAO
500.0,-3.38,3.0,0.4,6.72,-0.12,NAO
650.0,-5.19,3.0,1.02,7.43,-0.11,NAO
700.0,-4.46,3.0,0.72,7.1,-0.11,NAO
450.0,-0.0,3.0,1.11,6.77,-0.62,NAO
750.0,2.0,3.0,1.41,7.48,-0.12,NAO
500.0,0.0,3.0,0.46,0.44,-0.02,NAO
600.0,1.96,3.0,1.43,1.4,0.06,NAO
100.0,4.78,3.0,0.92,0.64,0.04,SIM
100.0,1.28,3.0,2.01,2.07,0.15,NAO
200.0,4.97,3.0,3.39,3.17,0.01,NAO
650.0,-2.22,0.5,3.1,1.21,-1.99,NAO
650.0,6.38,0.5,1.42,1.12,-0.01,NAO
550.0,5.16,0.5,1.45,1.13,-0.09,NAO
100.0,-7.9,3.0,6.06,0.24,-0.06,NAO
50.0,0.93,3.0,0.46,0.38,-0.02,SIM
650.0,-0.62,3.0,6.06,1.07,1.27,NAO
150.0,0.0,3.0,5.04,-1.21,0.03,NAO
150.0,-2.17,3.0,4.9,5.01,0.01,SIM
350.0,-0.66,3.0,6.17,-0.08,0.0,SIM
300.0,-0.0,3.0,6.17,-0.1,0.01,NAO
150.0,0.23,3.0,5.95,-0.36,-0.01,SIM
50.0,-2.99,3.0,0.97,1.11,-0.06,SIM
450.0,5.0,3.0,1.94,1.84,0.13,NAO
250.0,3.2,3.0,6.13,-0.29,0.01,NAO
100.0,-1.57,3.0,6.24,0.04,-0.02,SIM
250.0,1.16,3.0,6.25,-0.08,0.01,SIM
150.0,-1.03,3.0,1.34,1.34,-0.07,SIM
150.0,-7.76,3.0,1.46,1.91,-0.07,SIM
200.0,-1.83,3.0,1.68,1.87,0.11,SIM
300.0,-7.85,3.0,1.63,1.93,-0.06,NAO
400.0,0.0,3.0,6.26,6.28,0.02,NAO
350.0,0.0,3.0,0.23,6.52,0.01,NAO
400.0,-7.35,3.0,0.65,5.14,-2.13,NAO
400.0,0.0,3.0,5.96,5.98,0.02,SIM
200.0,3.38,3.0,5.56,5.44,0.03,NAO
100.0,5.96,3.0,0.19,-0.23,-0.02,NAO
150.0,-2.35,3.0,4.92,5.01,-0.02,NAO
150.0,-2.42,3.0,4.91,5.02,-0.0,NAO
150.0,-2.42,3.0,4.91,5.02,-0.0,SIM
100.0,7.9,3.0,0.49,0.1,0.14,NAO
150.0,5.87,3.0,5.7,5.43,-0.0,NAO
550.0,7.17,3.0,5.5,5.19,0.02,NAO
350.0,6.37,3.0,5.68,5.39,-0.0,NAO
450.0,-7.76,3.0,4.68,4.96,-0.07,NAO
550.0,6.89,3.0,5.22,4.96,0.05,NAO
250.0,8.0,3.0,5.39,5.04,0.01,NAO
200.0,2.5,3.0,0.38,0.26,-0.01,NAO
350.0,7.93,3.0,5.48,5.12,0.0,NAO
250.0,-1.49,3.0,5.84,-0.39,-0.01,NAO
100.0,-7.99,3.0,4.61,-1.27,-0.13,NAO
150.0,1.77,3.0,4.44,4.45,0.09,NAO
50.0,1.0,3.0,0.74,0.59,-0.08,SIM
300.0,7.89,3.0,3.58,3.31,0.09,SIM
150.0,6.66,3.0,6.11,-0.56,0.06,NAO
250.0,0.0,3.0,3.18,3.16,-0.02,SIM
450.0,7.87,3.0,1.89,1.56,0.03,SIM
